postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
SP46FP,SP4 6FP,SP,76.5,145.8,1000,,19,81.1,152.9,598,20,25.3,115,,6.5,17.6,25.7,76,0,0,0,2,31,5,36,635,564,,29,571,651,1143
SP46FQ,SP4 6FQ,SP,78,67.7,115,2,,72.8,72.8,,19.5,16,20,1,,16,16,,1,0,0,0,13,0,13,393,356,145,,412,412,
SP46FR,SP4 6FR,SP,76.8,93.8,330,,,72.3,93.8,330,19.5,20.3,50,,,17.5,20.3,50,0,0,0,0,11,1,12,521,416,,,499,521,762
SP46FS,SP4 6FS,SP,76.3,160.6,1000,,,74.4,160.6,850,19.5,27.3,115,,,18,27.3,101.7,0,0,0,0,24,3,27,790,725,,,758,790,1047
SP46FT,SP4 6FT,SP,71.3,83.4,550,,,66.8,83.4,550,16.9,18.2,75,,,16.2,18.2,75,0,0,0,0,28,1,29,536,338,,,488,536,1869
SP46FU,SP4 6FU,SP,45.9,49.8,70.16,,,49.8,49.8,,10,11.4,16.23,,,11.4,11.4,,0,0,0,0,8,0,8,533,307,,,533,533,
SP46FW,SP4 6FW,SP,76.9,72.8,79.67,,,72.8,72.8,,19.5,18.4,20,,,18.4,18.4,,0,0,0,0,8,0,8,520,410,,,520,520,
SP46FY,SP4 6FY,SP,61.6,170.4,1000,2,,60.2,194.4,1000,14.8,25.7,115,1,,14.8,29.1,115,0,1,0,0,6,1,7,601,432,168,,726,663,284
SP46FZ,SP4 6FZ,SP,52.4,63.2,160,,,63.2,63.2,,10,13.2,30,,,13.2,13.2,,0,0,0,0,31,0,31,530,439,,,530,530,
SP46GA,SP4 6GA,SP,45.1,73.7,330,,16,59.9,75.4,330,9.7,14.1,50,,9,11.7,13.9,50,0,0,0,1,33,2,35,681,441,,2304,540,635,2193
SP46GD,SP4 6GD,SP,71.5,133.5,1000,1,28,68.2,146.7,775,16.7,22.1,115,1,3,14.2,23.2,95,1,0,0,1,16,2,18,999,714,45,1018,949,1051,1865
SP46GE,SP4 6GE,SP,52.5,106,1000,,,67.9,106,626.7,10,19.2,115,,,14.8,19.2,80,0,0,0,0,41,3,44,599,412,,,584,599,808
SP46GF,SP4 6GF,SP,71.7,71.9,160,,,71.9,71.9,,13.1,15,30,,,15,15,,0,0,0,0,7,0,7,905,790,,,905,905,
SP46GH,SP4 6GH,SP,68.5,76.9,160,,,76.9,76.9,,19.5,19.6,30,,,19.6,19.6,,0,0,0,0,10,0,10,1158,777,,,1158,1158,
SP46GJ,SP4 6GJ,SP,73,140.8,1000,,25,78.7,147.6,665,17.6,24.7,115,,7,16.5,24.3,82.5,0,0,0,1,15,2,17,720,521,,123,767,755,665
SP46GL,SP4 6GL,SP,66.9,70.5,160,,,70.5,70.5,,15.1,16,30,,,16,16,,0,0,0,0,11,0,11,876,766,,,876,876,
SP46GN,SP4 6GN,SP,79.7,78.9,115,,,78.8,78.8,,20,18,20,,,15,15,,0,0,0,0,6,0,6,484,409,,,484,484,
SP46GP,SP4 6GP,SP,79.8,95.2,160,,,95.2,95.2,,19.9,21.3,30,,,21.3,21.3,,0,0,0,0,12,0,12,836,505,,,836,836,
SP46GQ,SP4 6GQ,SP,78.1,195.9,1000,,,81,195.9,1000,19.8,30.5,115,,,18.4,30.5,115,0,0,0,0,7,1,8,1304,1099,,,1360,1304,906
SP46GR,SP4 6GR,SP,78.1,153,550,,,71,153,440,19.5,27.5,75,,,17.6,27.6,62.5,0,0,0,0,7,2,9,716,620,,,766,716,543
SP46GS,SP4 6GS,SP,72.6,83.1,330,3,23,79.3,88,330,19.5,18.1,50,1,6,18,19.1,50,0,1,0,1,28,1,29,775,566,0,117,804,798,644
SP46GT,SP4 6GT,SP,58.2,58.1,76.75,,,58.1,58.1,,17.8,15.4,20,,,15.4,15.4,,0,0,0,0,10,0,10,631,517,,,631,631,
SP46GU,SP4 6GU,SP,69.7,63.6,160,2,,69.8,69.8,,17.2,15.2,30,1,,16.7,16.7,,1,0,0,0,10,0,10,539,459,118,,581,581,
SP46GX,SP4 6GX,SP,73.2,57.6,79.91,3.3,13,67,67,,19,14.5,20,0.7,1,17,17,,0,3,0,1,22,0,22,389,343,419,348,387,387,
SP46GY,SP4 6GY,SP,23.9,48.7,160,2,21.7,91.3,91.3,,5.9,10.6,30,1,6,18.7,18.7,,1,0,0,3,3,0,3,629,551,90,861,576,576,
SP46HA,SP4 6HA,SP,76.3,114,593,,,73.1,114.1,462,19.5,17,39,,,14.6,17,37.5,0,0,0,0,17,2,19,381,149,,,381,341,0
SP46HD,SP4 6HD,SP,39.8,82.5,593,,26.8,58.5,99.6,593,10,11.9,39,,6.3,11.5,13.6,39,0,0,0,4,12,1,13,418,115,,454,441,407,4
SP46HF,SP4 6HF,SP,107,125.8,331,,,113,125.8,331,10,15.3,36,,,14.1,15.4,36,0,0,0,0,16,1,17,348,215,,,269,328,1267
SP46HL,SP4 6HL,SP,107,123.2,331,,17,124.6,170.4,331,10,12.8,36,,1.3,12.9,18,36,0,0,0,4,7,2,9,252,161,,85,327,327,326
SP46HQ,SP4 6HQ,SP,33.1,86.6,593,3,22.3,89.2,131.2,593,6.2,8.6,39,1,4.3,9.4,11.8,39,0,1,0,7,11,1,12,285,214,60,244,331,304,1
SP46HR,SP4 6HR,SP,17,76,331,3.7,16.3,156,191,331,1.3,7.7,36,0.7,1.3,15.5,19.6,36,1,1,1,6,4,1,5,103,62,33,183,45,50,71
SP46HU,SP4 6HU,SP,17.6,17.9,28.68,6.5,20.4,,,,1.9,2.5,8.62,1,2.9,,,,0,0,2,9,0,0,0,720,442,444,781,,,
SP46HW,SP4 6HW,SP,13.1,27.9,107,8,13,107,107,,0.8,2.4,10,1,0.8,10,10,,0,0,1,4,1,0,1,170,132,51,131,449,449,
SP46HY,SP4 6HY,SP,46.2,47.8,77.51,4,23.5,52.2,52.2,,10,10.9,20,1,5,11.9,11.9,,0,1,0,2,21,0,21,829,523,196,522,889,889,
SP46JA,SP4 6JA,SP,14.6,15.3,23.48,5.5,16.7,,,,1.9,1.9,2.79,1,1.9,,,,0,1,1,14,0,0,0,762,806,518,797,,,
SP46JD,SP4 6JD,SP,107,116.7,331,4,,104,129.2,331,10,14.8,36,1,,13.9,16.3,36,0,1,0,0,8,1,9,287,276,60,,244,313,861
SP46JF,SP4 6JF,SP,360,360,360,,,,360,360,180,180,180,,,,180,180,0,0,0,0,0,15,15,524,425,,,,489,489
SP46JL,SP4 6JL,SP,40,78.4,331,6,,58.3,85.6,331,8.5,11.3,36,1,,9.8,12.4,36,0,0,1,0,9,1,10,261,123,14,,212,285,947
SP46JN,SP4 6JN,SP,40,51.4,107,5,,63,63,,7.9,6.7,10,1,,8,8,,0,1,0,0,4,0,4,161,162,83,,181,181,
SP46JP,SP4 6JP,SP,107,209.9,593,,20,132.6,264.1,593,10,18,39,,7,14,21.1,39,0,0,0,2,5,2,7,411,305,,75,463,331,0
SP46JR,SP4 6JR,SP,35.5,58,107,,24,78.4,78.4,,8.4,7.8,10,,5.3,9.2,9.2,,0,0,0,3,5,0,5,398,174,,716,207,207,
SP46JZ,SP4 6JZ,SP,17.6,86.3,330,9,14.7,139,170.8,330,1.2,14.4,50,1,1,26,30,50,0,0,1,6,5,1,6,378,157,90,300,303,442,1135
SP46LA,SP4 6LA,SP,55,85.7,330,6,14.6,80.9,119.2,330,10,15.1,50,1,1.2,16.4,21.5,50,0,0,1,5,11,2,13,232,170,45,87,310,303,265
SP46LD,SP4 6LD,SP,79.7,66.1,80,6,,76.1,76.1,,20,16.4,20,1.3,,18.9,18.9,,0,1,2,0,18,0,18,332,185,79,,356,356,
SP46LE,SP4 6LE,SP,78.1,63.6,79.99,6.7,23,69.6,69.6,,19,15.3,20,1,10,16.7,16.7,,0,1,2,1,35,0,35,357,200,74,283,384,384,
SP46LF,SP4 6LF,SP,75.1,61.4,80,8.5,27,67.5,67.5,,18.3,15.1,20,1,11,16.4,16.4,,0,0,2,1,23,0,23,355,194,50,832,361,361,
